+----------------------------------------------------------+------+---------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------------------+-----------------+-----------------+----------------+------------+---------------+-----------------+-------------+
| department                                               | year | ken_code      | ken_description                                                                                                                                                                                                                                                                                                                                                                                                     | total_hospitalizations | total_base_cost | total_surcharge | total_revenue  | count_efka | count_private | count_uninsured | count_other |
| Καρδιολογική Κλινική                                     | 2023 | Υ09Χα         |  Άλλες επεμβάσεις για δυσλειτουργία νεφρού και ουροποιητικού συστήματος χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                            |                      1 |            1.92 |      6.08000000 |     3.84000000 |          1 |             0 |               0 |           0 |
| Καρδιολογική Κλινική                                     | 2023 | Ε08Χ          |  Αυτόλογη μεταμόσχευση μυελού οστών χωρίς καταστροφικές συνυπάρχουσες παθήσεις- επιπλοκές                                                                                                                                                                                                                                                                                                                           |                      1 |            3.68 |      0.00000000 |     3.68000000 |          1 |             0 |               0 |           0 |
| Καρδιολογική Κλινική                                     | 2023 | Π04Χ          |  Λύση περιτοναϊκών συμφύσεων χωρίς συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                               |                      1 |            1.58 |      4.42000000 |     2.37000000 |          1 |             0 |               0 |           0 |
| Καρδιολογική Κλινική                                     | 2023 | Γ04Χ          |  Υστερεκτομή για μη κακοήθεια χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                      |                      1 |            1.53 |      2.47000000 |     2.04000000 |          0 |             1 |               0 |           0 |
| Καρδιολογική Κλινική                                     | 2023 | Ν34Χ          |  Μη τραυματικής αιτιολογίας βυθιότητα-λήθαργος και κώμα με συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                                       |                      1 |            1.01 |      0.00000000 |     1.01000000 |          0 |             0 |               1 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Γ08Α          |  Ενδοσκοπικές και λαπαροσκοπικές Επεμβάσεις στο γυναικείο αναπαραγωγικό σύστημα                                                                                                                                                                                                                                                                                                                                     |                      1 |          719.00 |   -715.00000000 |  2876.00000000 |          1 |             0 |               0 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Υ07Χ          |  Διουρηθρικές επεμβάσεις εκτός προστατεκτομικές χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                    |                      1 |          680.00 |   -676.00000000 |  2720.00000000 |          1 |             0 |               0 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Π28Α          |  Κολονοσκόπιση την ίδια ημέρα                                                                                                                                                                                                                                                                                                                                                                                       |                      1 |          290.00 |   -282.00000000 |  2320.00000000 |          1 |             0 |               0 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Ν22Α          |  Αφαίρεση- εξωσωματική θεραπεία αίματος                                                                                                                                                                                                                                                                                                                                                                             |                      1 |          243.00 |   -235.00000000 |  1944.00000000 |          1 |             0 |               0 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Κ37Χ          |  Αρτηριακή υπέρταση χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                                                                                           |                      1 |          459.00 |   -453.00000000 |  1377.00000000 |          1 |             0 |               0 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Ν21Μ          |  Καταστάσεις νωτιαίου μυελού με ή χωρίς χειρουργικές επεμβάσεις με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                       |                      1 |            4.96 |      0.00000000 |     4.96000000 |          0 |             0 |               1 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Α20Μ          |  Κυστική ίνωση με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                        |                      1 |            3.70 |      0.00000000 |     3.70000000 |          1 |             0 |               0 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Θ02Χ          |  Επεμβάσεις υποφύσεως χωρίς συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                                      |                      1 |            3.52 |      0.00000000 |     3.52000000 |          1 |             0 |               0 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Ρ10Μβ         |  Επεμβάσεις για λοιμώδεις και παρασιτικές ασθένειες με σοβαρές ή μεσαίου μεγέθους συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                |                      1 |            2.69 |     10.31000000 |     2.91416667 |          0 |             0 |               1 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Κ32Χ          |  παθήσεις-επιπλοκές του κυκλοφορικού χωρίς ΟΕΜ  με διαγνωστική επεμβατική καρδιακή τεχνική χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                    |                      1 |            1.09 |      5.91000000 |     2.54333333 |          1 |             0 |               0 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Ρ20Μ          |  Σηψαιμία με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                                       |                      1 |            2.51 |      0.00000000 |     2.51000000 |          1 |             0 |               0 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Φ25Μ          |  Άλλες επεμβάσεις για τραύματα χεριών με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις ή επιπλοκές                                                                                                                                                                                                                                                                                                                 |                      1 |            1.26 |      5.74000000 |     2.20500000 |          1 |             0 |               0 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Ν23Α          |  Άνοια (ανοικτή συνδρομή)  και άλλες χρόνιες δυσλειτουργίες της εγκεφαλικής λειτουργίας                                                                                                                                                                                                                                                                                                                             |                      1 |            2.11 |      0.00000000 |     2.11000000 |          1 |             0 |               0 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Δ12Χβ         |  Επεμβάσεις στα κάτω άκρα με έλκος/ κυτταρίτιδα χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές χωρίς επιδιόρθωση με δερματικό μόσχευμα ή μεταφορά δερματικού κρημνού                                                                                                                                                                                                                                        |                      1 |            1.77 |      0.00000000 |     1.77000000 |          1 |             0 |               0 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Α25Μ          |  Χρόνια αποφρακτική πνευμονοπάθεια με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                              |                      1 |            1.77 |      0.00000000 |     1.77000000 |          1 |             0 |               0 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Π07Μ          |  Σκωληκοειδεκτομή με κακοήθεια ή περιτονίτιδα ή με καταστροφικές ή σοβαρές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                      |                      1 |            1.55 |      0.00000000 |     1.55000000 |          0 |             0 |               0 |           1 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Η44Μ          |  Δαταραχές των χοληφόρων με  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                                     |                      1 |            1.20 |      5.80000000 |     1.40000000 |          1 |             0 |               0 |           0 |
| Μονάδα Εντατικής Θεραπείας                               | 2023 | Η08Χ          |  Λαπαρασκοπική χολοκυστεκτομή χωρίς κλειστό χοληδόχο πόρο χωρίς καταστροφικές ή σοβαρές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                         |                      1 |            1.27 |      0.00000000 |     1.27000000 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Δ07Α          |  Ελάσσονες  επεμβάσεις μαστού                                                                                                                                                                                                                                                                                                                                                                                       |                      1 |          605.00 |   -594.00000000 |  6655.00000000 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Υ06Χ          |  Μικρές επεμβάσεις Ουροδοχου κυστεως χωρίς  καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                              |                      1 |          808.00 |   -804.00000000 |  1616.00000000 |          0 |             1 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Ν40Α          |  Άλλες κακώσεις κεφαλής                                                                                                                                                                                                                                                                                                                                                                                             |                      1 |          272.00 |   -267.00000000 |  1360.00000000 |          0 |             0 |               1 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Α32Α          |  Αναπνευστικά προβλήματα αναδυόμενα από τη νεογνική περίοδο                                                                                                                                                                                                                                                                                                                                                         |                      1 |          846.00 |      0.00000000 |   846.00000000 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Α33Χ          |  Πλευριτική συλλογή χωρίς συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                                        |                      1 |          607.00 |   -603.00000000 |   809.33333333 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Ω10Α          |  Επεμβάσεις ρινικές                                                                                                                                                                                                                                                                                                                                                                                                 |                      1 |          787.00 |      0.00000000 |   787.00000000 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | S24Μ          |  Λοιποί παράγοντες επηρεασμού της κατάστασης της υγείας                                                                                                                                                                                                                                                                                                                                                             |                      1 |          770.00 |      0.00000000 |   770.00000000 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Δ29Α          |  Κακοήθειες του δέρματος την ίδια ημέρα                                                                                                                                                                                                                                                                                                                                                                             |                      1 |          161.00 |   -157.00000000 |   644.00000000 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Ε09Α          |  Μεταμόσχευση νεφρού+παγκρέατος                                                                                                                                                                                                                                                                                                                                                                                     |                      1 |           15.35 |      0.00000000 |    15.35000000 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Κ04Μ          |  Επεμβάσεις σε καρδιακές βαλβίδες με εξωσωματική κυκλοφορία χωρίς επεμβατικό καρδιακό καθετηριασμό και με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                            |                      1 |           13.16 |      0.00000000 |    13.16000000 |          0 |             0 |               1 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Μ04Χ          |  Αντικατάσταση γόνατος χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                             |                      1 |            6.61 |      0.39000000 |     7.71166667 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Η07Μ          |  Ανοιχτή χολοκυστεκτομή με κλειστό χοληδόχο πόρο ή με καταστροφικές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                             |                      1 |            4.30 |     14.70000000 |     5.83571429 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Υ08Μ          |  Επεμβάσεις ουρήθρας με  συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                                                                         |                      1 |            1.27 |     16.73000000 |     4.57200000 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Α11Χ          |  Νοσήματα αναπνευστικού συστήματος χωρίς επεμβατικό μηχανικό αερισμό                                                                                                                                                                                                                                                                                                                                                |                      1 |            3.64 |      0.00000000 |     3.64000000 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | G01Μβ         |  Χειρουργικές επεμβάσεις που δεν σχετίζονται με κάποια κύρια διάγνωση με σοβαρής βαρύτητας συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                                                         |                      1 |            3.57 |      0.00000000 |     3.57000000 |          0 |             0 |               1 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Ν06Μ          |  Επεμβάσεις για παράλυση προσωπικού νεύρου μυϊκή δυστροφία νευροπάθεια με συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                        |                      1 |            3.30 |      0.00000000 |     3.30000000 |          0 |             0 |               1 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Δ12Χα         |  Επεμβάσεις στα κάτω άκρα με έλκος/ κυτταρίτιδα χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές με επιδιόρθωση με δερματικό μόσχευμα ή μεταφορά δερματικού κρημνού                                                                                                                                                                                                                                           |                      1 |            3.10 |      0.00000000 |     3.10000000 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Π04Μβ         |  Λύση περιτοναϊκών συμφύσεων με σοβαρές ή μεσαίας βαρύτητας συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                      |                      1 |            2.71 |      0.00000000 |     2.71000000 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Η08Μ          |  Λαπαρασκοπική χολοκυστεκτομή με κλειστό χοληδόχο πόρο ή με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                              |                      1 |            2.11 |      4.89000000 |     2.46166667 |          1 |             0 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Μ61Μ          |  Κατάγματα περιφερικού μηριαίου με συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                               |                      1 |            2.21 |      0.00000000 |     2.21000000 |          0 |             0 |               1 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Ο15Α          |  Επεμβάσεις γλαυκώματος και περίπλοκες επεμβάσεις καταρράκτη                                                                                                                                                                                                                                                                                                                                                        |                      1 |            1.03 |      2.97000000 |     2.06000000 |          0 |             1 |               0 |           0 |
| Νευρολογική Κλινική                                      | 2023 | Μ76Μ          |  Λοιπές μυοσκελετικές παθήσεις με καταστροφικές ή σοβαρές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                       |                      1 |            1.29 |      0.00000000 |     1.29000000 |          0 |             1 |               0 |           0 |
| Νεφρολογική Κλινική                                      | 2023 | Δ10Α          |  Χειρουργικές επεμβάσεις πλαστικής δέρματος υποδορίου ιστού και μαστού                                                                                                                                                                                                                                                                                                                                              |                      1 |          672.00 |   -659.00000000 |  8736.00000000 |          0 |             0 |               1 |           0 |
| Νεφρολογική Κλινική                                      | 2023 | Π10Χ          |  Επεμβάσεις κηλών (βουβωνοκήλες ομφαλοκήλες κτλ) χωρίς  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                          |                      1 |          868.00 |   -864.00000000 |  3472.00000000 |          1 |             0 |               0 |           0 |
| Νεφρολογική Κλινική                                      | 2023 | Ν33Α          |  Ιογενής μηνιγγίτιδα                                                                                                                                                                                                                                                                                                                                                                                                |                      2 |         1478.00 |   -735.00000000 |  1724.33333333 |          1 |             1 |               0 |           0 |
| Νεφρολογική Κλινική                                      | 2023 | Ε04Α          |  Μεταμοσχεύσεις Πνευμόνων                                                                                                                                                                                                                                                                                                                                                                                           |                      1 |           30.02 |      0.00000000 |    30.02000000 |          1 |             0 |               0 |           0 |
| Νεφρολογική Κλινική                                      | 2023 | Μ02Μ          |  Μεταφορά μικροαγγειούμενου ιστικού μοσχεύματος ή (Δερματικό μόσχευμα με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές) εξαιρουμένης άκρας χείρας                                                                                                                                                                                                                                                      |                      1 |            9.11 |      0.00000000 |     9.11000000 |          0 |             0 |               1 |           0 |
| Νεφρολογική Κλινική                                      | 2023 | Π04Μα         |  Λύση περιτοναϊκών συμφύσεων με καταστροφικές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                   |                      1 |            4.85 |      0.00000000 |     4.85000000 |          0 |             1 |               0 |           0 |
| Νεφρολογική Κλινική                                      | 2023 | Υ04Μ          |  Επεμβάσεις νεφρού ουρητήρα και μεγάλες επεμβάσεις ουροδόχου κύστης για μη-νεοπλασία με καταστροφικές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                            |                      1 |            4.36 |      0.00000000 |     4.36000000 |          0 |             0 |               1 |           0 |
| Νεφρολογική Κλινική                                      | 2023 | Μ13Μ          |  Επεμβάσεις βραχιονίου κνήμης περόνης και αστραγάλου με συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                          |                      1 |            3.89 |      0.00000000 |     3.89000000 |          0 |             1 |               0 |           0 |
| Νεφρολογική Κλινική                                      | 2023 | Θ03Α          |  Επεμβάσεις επινεφριδίου                                                                                                                                                                                                                                                                                                                                                                                            |                      1 |            3.30 |      3.70000000 |     3.85000000 |          0 |             1 |               0 |           0 |
| Νεφρολογική Κλινική                                      | 2023 | Υ08Μ          |  Επεμβάσεις ουρήθρας με  συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                                                                         |                      1 |            1.27 |      0.00000000 |     1.27000000 |          0 |             0 |               1 |           0 |
| Νεφρολογική Κλινική                                      | 2023 | Ν29Μ          |  Παροδικό εγκεφαλικό ισχαιμικό επεισόδιο και προεγκεφαλιδική απόφραξη με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                 |                      1 |            1.23 |      0.00000000 |     1.23000000 |          0 |             0 |               1 |           0 |
| Νεφρολογική Κλινική                                      | 2023 | Ζ22Μ          |  Άλλα εγκαύματα με  συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                                                                              |                      1 |            1.17 |      0.00000000 |     1.17000000 |          1 |             0 |               0 |           0 |
| Νεφρολογική Κλινική                                      | 2023 | Υ25Μ          |  Συμπτώματα και σημεία των νεφρών και του ουροποιητικού συστήματος με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                    |                      1 |            1.13 |      0.00000000 |     1.13000000 |          1 |             0 |               0 |           0 |
| Ογκολογική Κλινική                                       | 2023 | Ν30Α          |  Αγγειακό εγκεφαλικό επεισόδιο και άλλες αγγειακές εγκεφαλικές δυσλειτουργίες ασθενούς που κατέληξε ή διακοσμήθηκε σε <5ημέρες                                                                                                                                                                                                                                                                                      |                      1 |          420.00 |   -402.00000000 |  3780.00000000 |          1 |             0 |               0 |           0 |
| Ογκολογική Κλινική                                       | 2023 | Η23Χ          |  Ενδοσκοπική παλίνδρομη χολαγειοπαγκρεατογραφία χωρίς καταστροφικές ή σοβαρές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                   |                      1 |          786.00 |   -776.00000000 |  2620.00000000 |          1 |             0 |               0 |           0 |
| Ογκολογική Κλινική                                       | 2023 | Α35Μβ         |  Λοιπές διαγνώσεις αναπνευστικού συστήματος με σοβαρές ή μεσαίας βαρύτητας συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                       |                      1 |          973.00 |   -967.00000000 |  1167.60000000 |          0 |             0 |               0 |           1 |
| Ογκολογική Κλινική                                       | 2023 | Ε06Χα         |  Τραχειοστομία με  μηχανική υποστήριξη αναπνοής > 95 ώρες χωρίς καταστροφικές συνυπάρχουσες  παθήσεις-επιπλοκές ή τραχειοστομία/(ή)μηχανική υποστήριξη αναπνοής > 95 ώρες με καταστροφικές συνυπάρχουσες  παθήσεις-επιπλοκές                                                                                                                                                                                        |                      1 |           20.60 |      0.00000000 |    20.60000000 |          1 |             0 |               0 |           0 |
